Time (s),V_a (V),V_b (V),V_c (V),I_a (A),I_b (A),I_c (A)
0.0037,22852.09017752583,-19990.155130504587,-2861.9350470212357,20.408163265306122,6.024096385542169,4.016064257028113
0.0038,23151.434496585895,-19513.96708570103,-3637.467410884848,20.408163265306122,6.024096385542169,4.016064257028113
0.0039000000000000003,23427.931144904385,-19018.521111333685,-4409.41003357069,20.408163265306122,6.024096385542169,4.016064257028113
0.004,23681.307253671257,-18504.306152763336,-5177.001100907913,20.408163265306122,6.024096385542169,4.016064257028113
0.0041,23911.31277125764,-17971.829678072158,-5939.483093185467,20.408163265306122,6.024096385542169,4.016064257028113
0.004200000000000001,24117.720709986555,-17421.617177254022,-6696.103532732521,20.408163265306122,6.024096385542169,4.016064257028113
0.0043,24300.327370142426,-16854.21164361927,-7446.115726523143,20.408163265306122,6.024096385542169,4.016064257028113
0.0044,24458.952540998045,-16270.17303792589,-8188.779503072144,20.408163265306122,6.024096385542169,4.016064257028113
0.0045000000000000005,24593.439678660827,-15670.077735765877,-8923.361942894944,20.408163265306122,6.024096385542169,4.016064257028113
0.0046,24703.656060562724,-15054.517958752078,-9649.138101810639,20.408163265306122,6.024096385542169,4.016064257028113
0.0047,24789.492916441384,-14424.101190066964,-10365.391726374408,20.408163265306122,6.024096385542169,4.016064257028113
0.0048000000000000004,24850.865535683268,-13779.449574950097,-11071.415960733155,20.408163265306122,6.024096385542169,4.016064257028113
0.0049,24887.71335092279,-13121.199306715867,-11766.514044206906,20.408163265306122,6.024096385542169,4.016064257028113
0.005,24899.999997814994,-12449.999998907493,-12449.99999890749,20.408163265306122,6.024096385542169,4.016064257028113
0.0051,24887.71335092279,-11766.514044206908,-13121.199306715867,20.408163265306122,6.024096385542169,4.016064257028113
0.005200000000000001,24850.865535683268,-11071.415960733153,-13779.449574950098,20.408163265306122,6.024096385542169,4.016064257028113
0.0053,24789.492916441384,-10365.391726374408,-14424.101190066962,20.408163265306122,6.024096385542169,4.016064257028113
0.0054,24703.65606056272,-9649.138101810631,-15054.517958752078,20.408163265306122,6.024096385542169,4.016064257028113
0.0055000000000000005,24593.439678660823,-8923.361942894931,-15670.077735765888,20.408163265306122,6.024096385542169,4.016064257028113
0.0056,24458.952540998045,-8188.779503072143,-16270.173037925895,20.408163265306122,6.024096385542169,4.016064257028113
0.0057,24300.327370142426,-7446.115726523146,-16854.21164361927,20.408163265306122,6.024096385542169,4.016064257028113
0.0058000000000000005,24117.72070998655,-6696.103532732517,-17421.617177254022,20.408163265306122,6.024096385542169,4.016064257028113
0.0059,23911.312771257635,-5939.483093185464,-17971.829678072158,20.408163265306122,6.024096385542169,4.016064257028113
0.006,23681.307253671257,-5177.00110090791,-18504.306152763344,20.408163265306122,6.024096385542169,4.016064257028113
0.0061,23427.93114490438,-4409.410033570683,-19018.521111333688,20.408163265306122,6.024096385542169,4.016064257028113
0.006200000000000001,23151.43449658589,-3637.4674108848453,-19513.96708570103,20.408163265306122,6.024096385542169,4.016064257028113
0.0063,22852.09017752583,-2861.935047021233,-19990.155130504587,20.408163265306122,6.024096385542169,4.016064257028113
0.0064,22530.193604426833,-2083.578298791811,-20446.61530563502,20.408163265306122,6.024096385542169,4.016064257028113
0.006500000000000001,22186.0624503435,-1303.1653103349322,-20882.89714000856,20.408163265306122,6.024096385542169,4.016064257028113
0.0066,21820.036331177464,-521.4662550498186,-21298.57007612764,20.408163265306122,6.024096385542169,4.016064257028113
0.0067,21432.47647051747,260.7474244716452,-21693.223894989107,20.408163265306122,6.024096385542169,4.016064257028113
0.0068000000000000005,21023.76534315531,1042.7037777655846,-22066.46912092088,20.408163265306122,6.024096385542169,4.016064257028113
0.006900000000000001,20594.30629762941,1823.631108318011,-22417.93740594741,20.408163265306122,6.024096385542169,4.016064257028113
0.007,20144.523158168486,2602.7587351361794,-22747.28189330465,20.408163265306122,6.024096385542169,4.016064257028113
0.0071,19674.859806428194,3379.31775331765,-23054.177559745836,20.408163265306122,6.024096385542169,4.016064257028113
0.007200000000000001,19185.779743433566,4152.541792866572,-23338.32153630014,20.408163265306122,6.024096385542169,4.016064257028113
0.0073,18677.765632159448,4921.66777500836,-23599.4334071678,20.408163265306122,6.024096385542169,4.016064257028113
0.0074,18151.318821200344,5685.936665256388,-23837.25548645673,20.408163265306122,6.024096385542169,4.016064257028113
0.007500000000000001,17606.95884999999,6444.594222487261,-24051.553072487248,20.408163265306122,6.024096385542169,4.016064257028113
0.0076,17045.222936128604,7196.891743285815,-24242.114679414415,20.408163265306122,6.024096385542169,4.016064257028113
0.0077,16466.66544511396,7942.086800825018,-24408.752245938973,20.408163265306122,6.024096385542169,4.016064257028113
0.0078000000000000005,15871.857343349593,8679.443977551578,-24551.301320901162,20.408163265306122,6.024096385542169,4.016064257028113
0.0079,15261.385634619906,9408.235590954253,-24669.621225574152,20.408163265306122,6.024096385542169,4.016064257028113
0.008,14635.85278079827,10127.742411698706,-24763.595192496967,20.408163265306122,6.024096385542169,4.016064257028113
0.0081,13995.876107289901,10837.254373419972,-24833.130480709864,20.408163265306122,6.024096385542169,4.016064257028113
0.0082,13342.087193806221,11536.071273472267,-24878.158467278485,20.408163265306122,6.024096385542169,4.016064257028113
0.0083,12675.131251071982,12223.50346394439,-24898.634715016367,20.408163265306122,6.024096385542169,4.016064257028113
0.008400000000000001,11995.666484080064,12898.872532259065,-24894.539016339124,20.408163265306122,6.024096385542169,4.016064257028113
0.0085,11304.363442522736,13561.511970684145,-24865.875413206875,20.408163265306122,6.024096385542169,4.016064257028113
0.0086,10601.904359039974,14210.767834095344,-24812.672193135317,20.408163265306122,6.024096385542169,4.016064257028113
0.008700000000000001,9888.982475938257,14845.999385341092,-24734.981861279346,20.408163265306122,6.024096385542169,4.016064257028113
0.0088,9166.301361044121,15466.579727572725,-24632.881088616843,20.408163265306122,6.024096385542169,4.016064257028113
0.0089,8434.574213367609,16071.896422916045,-24506.47063628365,20.408163265306122,6.024096385542169,4.016064257028113
0.009000000000000001,7694.523159260979,16661.352096873525,-24355.8752561345,20.408163265306122,6.024096385542169,4.016064257028113
0.0091,6946.878539767207,17234.365027860797,-24181.243567628004,20.408163265306122,6.024096385542169,4.016064257028113
